transaction_id,property_id,transaction_date,transaction_price,price_per_sqft,buyer_type,transaction_type,transaction_price_is_outlier
108,996,2023-03-01,11363000.0,8996.8,Investor,Primary Sale,False
109,6414,2024-08-23,15645000.0,12496.0,End User,Resale,False
110,4912,2023-10-06,10372000.0,8995.7,End User,Primary Sale,False
111,3343,2025-01-30,15991000.0,16692.1,End User,Resale,False
112,4552,2023-05-23,30256000.0,14158.2,End User,Primary Sale,False
113,7630,2021-11-04,10106000.0,11629.5,End User,Primary Sale,False
114,3799,2025-12-25,211104000.0,140829.9,End User,Resale,True
115,1276,2023-05-25,15859000.0,22655.7,End User,Resale,False
116,1017,2026-08-16,2984000.0,4797.4,End User,Primary Sale,False
117,7870,2023-01-02,16911000.0,11900.8,NRI,Primary Sale,False
118,6440,2026-07-14,5936000.0,5139.4,Investor,Resale,False
119,7893,2026-05-16,3833000.0,4657.4,End User,Resale,False
120,6864,2022-01-03,27643000.0,17595.8,Investor,Resale,False
121,7917,2024-10-26,13610000.0,9208.4,End User,Resale,False
122,338,2023-06-13,15670000.0,8691.1,End User,Primary Sale,False
123,879,2025-08-21,9977000.0,9849.0,End User,Primary Sale,False
124,1077,2025-01-11,20732000.0,23035.6,Investor,Resale,False
125,4888,2026-05-25,5207000.0,5191.4,End User,Primary Sale,False
126,3994,2022-05-06,17536000.0,19770.0,NRI,Resale,False
127,6361,2024-09-02,14461000.0,11980.9,End User,Primary Sale,False
128,4860,2025-07-16,37094000.0,51952.4,Investor,Resale,False
129,6332,2021-10-21,19096000.0,15325.8,End User,Resale,False
130,380,2021-12-19,15754000.0,15384.8,End User,Primary Sale,False
131,493,2025-07-11,30288000.0,28627.6,End User,Resale,False
132,7209,2023-06-19,34043000.0,34631.7,End User,Resale,False
133,5277,2023-07-19,15258000.0,18338.9,End User,Resale,False
134,2063,2024-06-20,11847000.0,13371.3,NRI,Resale,False
135,3885,2024-08-28,43871000.0,60179.7,End User,Primary Sale,False
136,65,2025-01-10,16061000.0,21132.9,End User,Resale,False
137,2569,2026-05-18,9024000.0,4891.1,End User,Resale,False
138,5464,2023-06-29,15489000.0,14681.5,Investor,Resale,False
139,5249,2025-06-13,16908000.0,15083.0,Investor,Primary Sale,False
140,2028,2024-07-02,59679000.0,38652.2,End User,Resale,True
141,2696,2024-04-12,9356000.0,10395.6,Investor,Resale,False
142,1496,2023-08-16,20412000.0,15557.9,Investor,Primary Sale,False
143,7231,2024-11-17,15131000.0,10293.2,End User,Resale,False
144,5259,2022-11-18,10374000.0,9052.4,NRI,Primary Sale,False
145,5619,2022-03-14,10632000.0,17544.6,End User,Resale,False
146,6737,2025-04-24,9881000.0,8901.8,NRI,Primary Sale,False
147,392,2024-02-16,17850000.0,10857.7,End User,Resale,False
148,5795,2023-07-27,11396000.0,9528.4,NRI,Primary Sale,False
149,4515,2024-06-10,22922000.0,18757.8,End User,Resale,False
150,6433,2022-12-10,7333000.0,8536.7,End User,Resale,False
151,4475,2022-12-07,4532000.0,8749.0,End User,Resale,False
152,5893,2023-11-12,33540000.0,22708.2,End User,Resale,False
153,3562,2026-08-13,7377000.0,4734.9,Investor,Primary Sale,False
154,2279,2023-01-22,16038000.0,19416.5,Investor,Primary Sale,False
155,7162,2026-03-20,4186000.0,5031.2,Investor,Resale,False
156,6185,2024-02-02,13453000.0,17381.1,End User,Primary Sale,False
157,3100,2022-03-31,8362000.0,12518.0,NRI,Resale,False
158,6279,2025-11-24,63279000.0,95013.5,End User,Primary Sale,True
159,201,2023-11-22,13587000.0,8189.9,Investor,Primary Sale,False
160,5960,2026-02-15,3237000.0,4774.3,Investor,Resale,False
161,4876,2023-11-10,10732000.0,10973.4,NRI,Primary Sale,False
162,7074,2022-01-26,6812000.0,9131.4,End User,Resale,False
163,3105,2025-01-15,13890000.0,12661.8,NRI,Resale,False
164,7216,2025-11-10,13932000.0,14665.3,Investor,Resale,False
165,4599,2023-03-25,13199000.0,13146.4,End User,Resale,False
166,2455,2023-05-15,17260000.0,12890.2,End User,Primary Sale,False
167,3646,2021-12-15,20762000.0,21515.0,End User,Resale,False
168,5848,2024-05-05,6308000.0,10530.9,End User,Resale,False
169,805,2026-02-02,2786000.0,4931.0,End User,Primary Sale,False
170,6243,2025-11-21,1583906000.0,1418000.0,End User,Resale,True
171,2732,2025-03-11,7765000.0,7772.8,End User,Resale,False
172,5992,2026-04-09,5660000.0,4693.2,End User,Primary Sale,False
173,2774,2024-10-27,9079000.0,12627.3,Investor,Resale,False
174,1571,2025-08-08,20636000.0,14153.6,End User,Primary Sale,False
175,5057,2024-03-05,43110000.0,23480.4,End User,Primary Sale,False
176,7907,2022-03-28,9804000.0,14854.5,End User,Resale,False
177,6757,2022-08-21,15692000.0,19469.0,Investor,Primary Sale,False
178,5582,2022-04-29,10731000.0,9872.1,Investor,Resale,False
179,2691,2025-08-02,44763000.0,42631.4,End User,Resale,True
180,3841,2021-10-06,9111000.0,9451.2,Investor,Resale,False
181,1029,2024-05-27,52999000.0,38377.3,End User,Resale,True
182,7386,2023-06-24,14989000.0,15895.0,End User,Resale,False
183,503,2025-08-26,8439000.0,10709.4,End User,Resale,False
184,6911,2024-05-22,35262000.0,20115.2,End User,Resale,False
185,4494,2024-09-10,14819000.0,11686.9,End User,Primary Sale,False
186,871,2022-01-23,20787000.0,13090.1,NRI,Resale,False
187,6939,2023-03-07,11354000.0,21834.6,NRI,Primary Sale,False
188,4489,2026-08-19,2993000.0,4858.8,End User,Primary Sale,False
189,207,2025-03-24,22682000.0,12887.5,End User,Resale,False
190,5135,2024-04-05,14705000.0,13024.8,Investor,Primary Sale,False
191,5978,2025-06-24,13602000.0,8954.6,End User,Primary Sale,False
192,7722,2025-10-01,19491000.0,22796.5,NRI,Primary Sale,False
193,7036,2021-12-31,19763000.0,10585.4,End User,Resale,False
194,1485,2026-06-30,4646000.0,5066.5,End User,Primary Sale,False
195,7859,2024-11-04,32988000.0,31719.2,End User,Resale,False
196,7743,2023-11-19,66905000.0,37439.8,Investor,Primary Sale,True
197,864,2025-01-12,44778000.0,24549.3,Investor,Primary Sale,True
198,2791,2023-05-10,14995000.0,9858.6,End User,Resale,False
199,7409,2026-01-09,2951000.0,4706.5,End User,Resale,False
200,564,2025-07-14,36415000.0,41286.8,End User,Primary Sale,False
201,5117,2024-10-30,17102000.0,19634.9,NRI,Resale,False
202,4192,2022-07-17,11062000.0,10056.4,Investor,Primary Sale,False
203,6020,2026-06-19,8504000.0,4973.1,End User,Resale,False
204,1758,2023-10-18,13154000.0,14713.6,End User,Resale,False
205,6629,2026-03-09,6489000.0,4930.9,End User,Primary Sale,False
206,7575,2021-11-28,18138000.0,13709.8,End User,Primary Sale,False
207,6375,2022-04-02,47099000.0,22311.2,End User,Primary Sale,True
208,6893,2022-05-25,11751000.0,13522.4,End User,Primary Sale,False
209,1679,2022-06-15,17906000.0,13244.1,End User,Resale,False
210,3243,2023-03-31,11978000.0,9379.8,Investor,Resale,False
211,4637,2025-03-06,21644000.0,21818.5,End User,Resale,False
212,1060,2023-05-13,21391000.0,13075.2,NRI,Resale,False
213,6669,2026-05-04,2471000.0,4697.7,End User,Resale,False
214,5280,2026-02-09,6733000.0,4785.4,Investor,Primary Sale,False
215,1723,2025-11-11,10386000.0,11965.4,Investor,Resale,False
216,3315,2022-11-19,17068000.0,11869.3,End User,Primary Sale,False
217,3158,2024-10-22,19216000.0,23665.0,End User,Primary Sale,False
218,5916,2024-05-21,23975000.0,30502.5,Investor,Resale,False
219,2626,2022-04-04,9793000.0,11841.6,End User,Primary Sale,False
220,2730,2023-02-23,20800000.0,18909.1,Investor,Resale,False
221,6701,2024-04-19,50871000.0,43220.9,Investor,Primary Sale,True
222,1598,2024-02-23,16668000.0,25064.7,Investor,Resale,False
223,3061,2022-06-23,15990000.0,13655.0,End User,Primary Sale,False
224,2694,2026-05-05,5053000.0,4830.8,End User,Resale,False
225,4892,2022-05-27,12518000.0,13591.7,NRI,Resale,False
226,5148,2024-12-04,7035000.0,10873.3,Investor,Primary Sale,False
227,5740,2025-03-27,17986000.0,10042.4,End User,Primary Sale,False
228,3628,2024-08-28,33297000.0,22377.0,Investor,Primary Sale,False
229,1364,2025-11-05,17884000.0,29414.5,Investor,Primary Sale,False
230,7966,2024-06-13,19079000.0,15190.3,Investor,Resale,False
231,1982,2025-10-04,39138000.0,23748.8,End User,Primary Sale,False
232,5451,2021-10-09,8203000.0,9788.8,Investor,Primary Sale,False
233,1664,2021-11-10,18915000.0,10235.4,End User,Resale,False
234,1530,2024-11-02,69398000.0,48293.7,End User,Resale,True
235,2039,2024-07-07,32144000.0,41476.1,NRI,Resale,False
236,7516,2024-11-20,13401000.0,12193.8,Investor,Resale,False
237,5593,2025-06-20,22945000.0,25269.8,Investor,Resale,False
238,3303,2023-09-19,14221000.0,10668.4,End User,Resale,False
239,2238,2024-10-29,19814000.0,13095.8,NRI,Resale,False
240,7393,2024-02-14,6626000.0,9254.2,Investor,Primary Sale,False
241,5505,2024-10-07,544348000.0,584064.4,NRI,Resale,True
242,5497,2023-01-30,19716000.0,12687.3,End User,Primary Sale,False
243,1307,2026-06-01,7385000.0,5110.7,End User,Primary Sale,False
244,4030,2024-01-18,19033000.0,17804.5,End User,Primary Sale,False
245,6777,2025-08-28,72328000.0,60273.3,Investor,Primary Sale,True
246,2676,2025-01-21,53474000.0,52068.2,NRI,Primary Sale,True
247,5069,2023-02-13,27548000.0,17304.0,End User,Resale,False
248,5865,2021-12-30,8051000.0,12501.6,End User,Resale,False
249,1283,2021-12-06,17454000.0,13415.8,Investor,Primary Sale,False
250,7527,2023-10-31,44985000.0,26063.2,End User,Primary Sale,True
251,710,2024-01-20,29981000.0,18879.7,End User,Primary Sale,False
252,5576,2022-08-26,13757000.0,15035.0,Investor,Primary Sale,False
253,5531,2024-08-31,25436000.0,20529.5,Investor,Resale,False
254,4745,2023-03-13,28435000.0,14339.4,End User,Resale,False
255,4414,2025-03-23,52526000.0,39522.9,End User,Resale,True
256,3749,2025-04-21,18373000.0,9969.1,Investor,Resale,False
257,7393,2025-12-08,6174000.0,8622.9,End User,Primary Sale,False
258,7987,2026-07-06,7428000.0,5183.5,End User,Resale,False
259,5354,2022-04-14,11538000.0,9312.3,Investor,Primary Sale,False
260,4780,2023-06-26,6004000.0,8961.2,End User,Resale,False
261,664,2024-06-10,20543000.0,22574.7,Investor,Resale,False
262,1999,2023-03-25,18356000.0,17139.1,End User,Primary Sale,False
263,7995,2023-12-19,9769000.0,11126.4,NRI,Resale,False
264,3446,2022-12-20,6998000.0,8411.1,Investor,Primary Sale,False
265,3744,2022-11-14,10956000.0,9941.9,End User,Primary Sale,False
266,5728,2022-02-11,15204000.0,14466.2,Investor,Resale,False
267,1496,2023-01-31,19711000.0,15023.6,End User,Resale,False
268,3305,2023-07-21,19444000.0,9573.6,NRI,Resale,False
269,3764,2024-09-16,659105000.0,526021.5,End User,Resale,True
270,5233,2022-11-15,10065000.0,8938.7,End User,Primary Sale,False
271,1854,2025-12-16,24634000.0,25580.5,End User,Primary Sale,False
272,5617,2022-06-06,10460000.0,15203.5,End User,Resale,False
273,6586,2023-04-09,24660000.0,24488.6,End User,Resale,False
274,4660,2024-07-09,18585000.0,18585.0,End User,Resale,False
275,1292,2023-03-13,15789000.0,12287.2,End User,Resale,False
276,3582,2025-06-13,1597389000.0,1007181.0,End User,Primary Sale,True
277,7975,2024-02-15,18561000.0,14777.9,Investor,Primary Sale,False
278,3458,2024-03-16,10513000.0,10838.1,End User,Resale,False
279,7555,2024-02-16,9584000.0,9359.4,End User,Primary Sale,False
280,7281,2023-03-05,11919000.0,12100.5,End User,Primary Sale,False
281,1637,2021-09-30,21843000.0,12781.2,Investor,Primary Sale,False
282,3697,2026-05-11,8373000.0,4893.6,End User,Primary Sale,False
283,3000,2024-02-28,20640000.0,16876.5,End User,Resale,False
284,3153,2026-06-20,7659000.0,5199.6,End User,Resale,False
285,699,2022-09-16,111546000.0,71412.3,Investor,Resale,True
286,2161,2023-05-25,30092000.0,16488.8,Investor,Primary Sale,False
287,4098,2021-11-19,7878000.0,9884.6,End User,Resale,False
288,4738,2024-02-09,27009000.0,16661.9,Investor,Primary Sale,False
289,6364,2026-01-17,4045000.0,5152.9,Investor,Primary Sale,False
290,5686,2024-11-26,20033000.0,15469.5,End User,Primary Sale,False
291,855,2023-12-26,11906000.0,9905.2,Investor,Primary Sale,False
292,5856,2024-04-25,17173000.0,12951.0,End User,Resale,False
293,7393,2025-11-13,6385000.0,8917.6,End User,Primary Sale,False
294,6529,2023-10-15,19622000.0,11488.3,End User,Primary Sale,False
295,3475,2026-01-17,4100000.0,5222.9,End User,Resale,False
296,5758,2025-04-09,9265000.0,13932.3,End User,Primary Sale,False
297,5250,2025-06-14,34917000.0,23093.3,End User,Primary Sale,False
298,5173,2023-06-18,18034000.0,13819.2,End User,Primary Sale,False
299,1708,2023-08-20,21589000.0,12162.8,End User,Primary Sale,False
300,2778,2024-06-25,48852000.0,41435.1,End User,Resale,True
301,5792,2022-08-09,15445000.0,13442.1,End User,Resale,False
302,1734,2024-05-25,25495000.0,24873.2,NRI,Resale,False
303,5536,2021-12-31,7209000.0,9984.8,End User,Primary Sale,False
304,6391,2024-02-26,8595000.0,11568.0,End User,Primary Sale,False
305,4932,2025-06-15,25275000.0,15836.5,End User,Primary Sale,False
306,3511,2023-01-12,20171000.0,14777.3,Investor,Resale,False
307,203,2026-07-31,7790000.0,5138.5,End User,Resale,False
308,3256,2025-01-13,59815000.0,76883.0,End User,Resale,True
309,4219,2022-03-24,8680000.0,15281.7,End User,Primary Sale,False
310,4497,2026-07-05,2722000.0,4913.4,End User,Resale,False
311,767,2023-08-08,14280000.0,9482.1,End User,Resale,False
312,4390,2025-08-10,76432000.0,84736.1,NRI,Primary Sale,True
313,2328,2023-04-30,18146000.0,16647.7,Investor,Primary Sale,False
314,2932,2026-04-30,5122000.0,4948.8,End User,Primary Sale,False
315,7778,2025-05-29,24614000.0,15539.1,NRI,Primary Sale,False
316,198,2022-08-17,20909000.0,12512.9,End User,Primary Sale,False
317,7126,2024-03-06,11489000.0,9912.9,Investor,Resale,False
318,1931,2024-02-18,14693000.0,10654.8,End User,Resale,False
319,3583,2021-11-09,8408000.0,9962.1,End User,Primary Sale,False
320,6896,2022-04-26,21043000.0,12894.0,Investor,Resale,False
321,6288,2023-04-19,13500000.0,9933.8,End User,Resale,False
322,609,2024-01-01,6488000.0,10298.4,Investor,Resale,False
323,3273,2023-12-01,14785000.0,9606.9,End User,Primary Sale,False
324,1148,2024-08-30,9934000.0,11911.3,End User,Resale,False
325,4283,2024-03-17,29564000.0,28536.7,Investor,Resale,False
326,3398,2023-04-10,17021000.0,12424.1,Investor,Resale,False
327,2512,2024-09-12,26576000.0,15559.7,End User,Resale,False
328,7517,2022-06-11,9454000.0,15730.4,End User,Resale,False
329,1795,2026-08-02,2847000.0,4825.4,Investor,Primary Sale,False
330,660,2025-04-30,29137000.0,27358.7,End User,Primary Sale,False
331,2812,2023-02-16,25968000.0,20479.5,End User,Resale,False
332,7099,2023-04-25,21994000.0,17196.2,End User,Resale,False
333,6052,2025-10-10,146094000.0,100754.5,NRI,Resale,True
334,6547,2024-04-17,44898000.0,45489.4,End User,Primary Sale,True
335,1370,2025-03-05,9446000.0,8441.5,End User,Resale,False
336,1987,2023-02-17,11998000.0,9583.1,End User,Resale,False
337,5631,2025-09-17,34942000.0,20737.1,Investor,Resale,False
338,147,2023-06-22,25345000.0,16184.5,End User,Resale,False
339,3220,2025-01-01,30285000.0,20284.7,End User,Primary Sale,False
340,2912,2026-07-14,6077000.0,5085.4,End User,Primary Sale,False
341,1735,2024-07-20,48927000.0,24611.2,Investor,Resale,True
342,1844,2025-08-13,18536000.0,20803.6,End User,Resale,False
343,489,2025-04-05,21846000.0,26007.1,NRI,Primary Sale,False
344,2977,2025-01-27,13313000.0,15462.3,Investor,Primary Sale,False
345,1960,2021-10-06,25058000.0,13160.7,End User,Primary Sale,False
346,5760,2024-01-03,32525000.0,21454.5,End User,Resale,False
347,6695,2026-06-20,5702000.0,5160.2,End User,Resale,False
348,2386,2025-07-19,27661000.0,25400.4,Investor,Resale,False
349,2920,2025-07-07,3342000.0,8251.9,Investor,Resale,False
350,4737,2024-07-09,32803000.0,22089.6,NRI,Resale,False
351,1803,2025-03-28,65563000.0,61851.9,End User,Resale,True
352,6617,2024-07-20,4311000.0,15287.2,End User,Resale,False
353,6066,2022-06-26,13694000.0,9172.1,End User,Resale,False
354,6295,2024-10-11,20640000.0,23481.2,NRI,Resale,False
355,5535,2024-09-24,36292000.0,47815.5,End User,Resale,False
356,4062,2025-11-02,32077000.0,29081.6,End User,Primary Sale,False
357,3370,2022-05-15,10999000.0,10911.7,End User,Resale,False
358,5731,2025-01-13,16018000.0,18956.2,End User,Primary Sale,False
359,263,2021-10-15,15042000.0,12299.3,NRI,Resale,False
360,5884,2026-05-17,4780000.0,4843.0,Investor,Resale,False
361,6288,2022-03-07,12945000.0,9525.4,End User,Resale,False
362,6490,2021-09-22,13311000.0,13244.8,Investor,Primary Sale,False
363,624,2023-03-15,19058000.0,12054.4,Investor,Primary Sale,False
364,1017,2022-05-22,7469000.0,12008.0,Investor,Resale,False
365,3644,2025-01-31,7825000.0,11456.8,End User,Primary Sale,False
366,4977,2023-09-07,12414000.0,12123.0,End User,Resale,False
367,2050,2025-07-04,11924000.0,25865.5,End User,Primary Sale,False
368,7041,2026-03-27,5601000.0,4750.6,NRI,Resale,False
369,5424,2025-12-30,10952000.0,11725.9,NRI,Resale,False
370,6398,2025-04-24,32066000.0,29745.8,End User,Resale,False
371,3724,2021-12-10,10429000.0,9489.5,Investor,Resale,False
372,4549,2022-04-28,11530000.0,13237.7,End User,Primary Sale,False
373,3109,2022-09-01,13669000.0,14697.8,End User,Resale,False
374,5280,2023-04-04,22623000.0,16078.9,End User,Resale,False
375,4091,2024-12-10,25120000.0,15307.7,End User,Resale,False
376,7159,2024-04-05,17647000.0,8541.6,NRI,Resale,False
377,2057,2023-03-15,22606000.0,19952.3,End User,Resale,False
378,7401,2022-07-01,7046000.0,12318.2,NRI,Primary Sale,False
379,3171,2026-03-12,6827000.0,5187.7,End User,Primary Sale,False
380,1683,2023-05-06,24719000.0,14661.3,NRI,Primary Sale,False
381,6960,2023-05-28,13033000.0,8264.4,End User,Resale,False
382,2256,2025-06-29,13547000.0,12708.3,Investor,Primary Sale,False
383,1155,2025-03-28,15292000.0,9347.2,Investor,Primary Sale,False
384,4500,2024-11-06,49019000.0,25908.6,End User,Resale,True
385,6296,2025-02-05,44843000.0,32542.1,End User,Primary Sale,True
386,6198,2024-09-06,28847000.0,24241.2,End User,Resale,False
387,3192,2022-08-05,12323000.0,9392.5,End User,Resale,False
388,1697,2022-11-12,22708000.0,17494.6,Investor,Resale,False
389,3992,2024-06-03,41733000.0,25155.5,End User,Primary Sale,False
390,4724,2022-10-03,16050000.0,15612.8,End User,Resale,False
391,4683,2026-07-01,9137000.0,4839.5,Investor,Resale,False
392,1649,2023-02-13,22233000.0,15515.0,End User,Primary Sale,False
393,5540,2023-01-29,7791000.0,10790.9,End User,Primary Sale,False
394,1446,2022-09-01,17944000.0,15768.0,End User,Resale,False
395,4200,2025-02-27,16865000.0,12529.7,End User,Resale,False
396,3924,2023-03-21,6188000.0,10595.9,Investor,Resale,False
397,254,2023-05-18,21019000.0,15851.4,End User,Resale,False
398,7395,2026-04-20,7997000.0,5233.6,End User,Primary Sale,False
399,3184,2025-08-11,24905000.0,17650.6,Investor,Resale,False
400,2558,2022-12-31,9210000.0,24494.7,End User,Primary Sale,False
401,5593,2022-03-29,13121000.0,14450.4,Investor,Primary Sale,False
402,99,2025-01-06,11906000.0,8233.7,End User,Resale,False
403,2201,2023-07-13,11770000.0,10434.4,Investor,Primary Sale,False
404,5981,2026-07-14,10482000.0,4723.7,End User,Primary Sale,False
405,2962,2025-09-22,14244000.0,9689.8,End User,Resale,False
406,6016,2026-05-29,2905000.0,5224.8,Investor,Resale,False
407,4974,2025-08-28,14727000.0,19714.9,Investor,Primary Sale,False
408,4434,2023-01-31,12986000.0,9430.6,Investor,Resale,False
409,3778,2023-01-26,7711000.0,12239.7,Investor,Primary Sale,False
410,2870,2025-03-15,28899000.0,20642.1,Investor,Primary Sale,False
411,3235,2023-05-13,8944000.0,16291.4,End User,Resale,False
412,3792,2023-11-05,57410000.0,35725.0,Investor,Primary Sale,True
413,957,2022-11-30,36590000.0,19067.2,End User,Resale,False
414,5801,2024-01-11,12479000.0,9718.8,End User,Resale,False
