rental_id,property_id,rental_date,monthly_rent,vacancy_days,lease_duration,monthly_rent_is_outlier
53,1942,2025-11-26,50100.0,8,11,False
54,7893,2025-05-24,19200.0,28,12,False
55,1295,2025-01-18,50700.0,0,36,False
56,7127,2024-07-19,62900.0,34,11,False
57,1563,2025-10-11,32300.0,9,11,False
58,3280,2023-03-02,53000.0,26,24,False
59,3640,2024-11-23,62100.0,32,11,False
60,3981,2026-01-28,43200.0,44,24,False
61,657,2023-10-16,40200.0,23,12,False
62,6293,2022-10-17,70800.0,45,11,False
63,2955,2026-02-08,46400.0,19,36,False
64,6443,2026-04-27,21500.0,30,24,False
65,5514,2023-12-03,44700.0,27,11,False
66,2489,2025-09-07,33200.0,24,11,False
67,610,2025-11-23,49300.0,31,36,False
68,2415,2026-05-16,45400.0,9,24,False
69,2106,2026-03-20,52100.0,28,12,False
70,243,2024-06-22,18200.0,43,11,False
71,2086,2025-02-06,18200.0,52,36,False
72,2888,2025-01-03,24600.0,13,36,False
73,7669,2023-05-19,46000.0,11,11,False
74,2669,2023-04-18,19100.0,50,24,False
75,7193,2024-07-11,9500.0,60,11,False
76,1394,2023-07-31,33400.0,20,11,False
77,6366,2026-05-14,6100.0,27,11,False
78,5609,2023-04-09,27300.0,31,11,False
79,7252,2025-07-08,30300.0,26,12,False
80,1511,2026-02-07,4200.0,33,24,False
81,7753,2025-03-29,66900.0,14,11,False
82,2613,2022-10-27,37300.0,30,11,False
83,789,2023-08-03,63000.0,47,11,False
84,4108,2023-05-13,18900.0,31,11,False
85,35,2024-12-07,30500.0,42,11,False
86,6482,2023-08-22,47200.0,58,11,False
87,3228,2026-08-07,29800.0,27,11,False
88,1999,2022-11-23,32300.0,34,36,False
89,1621,2025-02-06,52000.0,36,11,False
90,4035,2023-07-19,35600.0,33,11,False
91,7712,2025-10-29,27900.0,17,24,False
92,3145,2024-09-12,45900.0,12,24,False
93,1044,2023-10-22,39600.0,28,11,False
94,3545,2023-06-26,27000.0,10,11,False
95,2670,2023-10-27,23400.0,24,12,False
96,5342,2025-04-10,33000.0,32,12,False
97,3934,2025-01-19,61600.0,33,36,False
98,1533,2024-09-25,19100.0,12,36,False
99,4906,2026-03-11,34600.0,27,12,False
100,6684,2022-09-02,38800.0,11,36,False
101,7023,2025-04-28,35700.0,21,11,False
102,5798,2023-12-17,35200.0,9,12,False
103,162,2023-12-02,23300.0,35,11,False
104,4398,2022-12-20,31500.0,23,11,False
105,2025,2026-01-02,20000.0,8,24,False
106,1015,2025-05-24,50700.0,27,11,False
107,6550,2023-02-21,19200.0,29,11,False
108,5023,2024-03-10,19400.0,22,11,False
109,3424,2026-04-17,50500.0,50,12,False
110,4656,2024-05-27,30000.0,52,11,False
111,7787,2024-05-18,13300.0,34,12,False
112,3886,2025-05-23,11600.0,24,11,False
113,1303,2025-02-14,55900.0,41,11,False
114,1038,2023-06-10,21000.0,25,24,False
115,6576,2026-06-21,44600.0,47,36,False
116,7012,2023-02-17,31800.0,13,24,False
117,340,2022-08-25,33900.0,37,36,False
118,896,2025-12-18,27800.0,38,11,False
119,1102,2025-10-15,59700.0,2,12,False
120,4999,2026-07-28,40300.0,3,24,False
121,4087,2023-06-27,27700.0,59,11,False
122,6494,2023-04-03,53200.0,22,12,False
123,4969,2025-09-23,60800.0,7,12,False
124,6464,2024-05-12,27000.0,0,11,False
125,383,2025-02-18,29600.0,31,11,False
126,500,2025-10-01,33000.0,18,11,False
127,7362,2026-04-15,37800.0,24,11,False
128,5394,2024-08-08,47700.0,10,24,False
129,2107,2024-07-02,42800.0,37,12,False
130,3975,2023-07-05,20900.0,2,36,False
131,65,2026-05-23,21200.0,36,12,False
132,2625,2024-04-16,32000.0,57,11,False
133,5584,2025-07-15,42500.0,21,11,False
134,5366,2025-06-07,27000.0,0,11,False
135,2071,2022-10-08,46400.0,14,36,False
136,2755,2024-03-24,40300.0,5,36,False
137,1528,2026-05-07,26200.0,25,11,False
138,7384,2025-07-21,26400.0,32,24,False
139,5376,2022-09-30,25100.0,15,11,False
140,5741,2025-11-04,22200.0,36,11,False
141,6881,2022-08-25,49500.0,27,12,False
142,395,2024-11-12,36400.0,46,11,False
143,5918,2022-11-04,15700.0,25,24,False
144,4618,2024-02-23,49500.0,34,11,False
145,6569,2022-10-09,33700.0,10,24,False
146,4578,2025-02-02,47200.0,7,12,False
147,6017,2023-04-24,18700.0,0,36,False
148,3645,2024-08-24,39100.0,20,11,False
149,2329,2023-11-07,78100.0,34,12,True
150,7315,2025-02-25,28300.0,16,11,False
151,6313,2022-12-21,21000.0,19,11,False
152,3172,2025-12-05,52100.0,38,11,False
153,6410,2025-03-12,41300.0,29,11,False
154,201,2025-10-18,33700.0,39,11,False
155,6084,2023-10-28,47100.0,26,24,False
156,4986,2022-11-06,36600.0,34,11,False
157,7225,2026-03-23,35000.0,0,11,False
158,3177,2023-09-18,22200.0,28,11,False
159,7369,2025-05-02,40100.0,4,11,False
160,4703,2026-02-08,37900.0,44,11,False
161,2508,2024-07-11,19400.0,8,11,False
162,3730,2025-09-01,16300.0,44,11,False
163,5972,2024-08-28,26800.0,36,11,False
164,820,2024-05-06,27500.0,24,12,False
165,6373,2024-04-24,18500.0,40,12,False
166,2792,2024-02-13,20100.0,31,11,False
167,6116,2026-05-03,47100.0,12,11,False
168,2835,2025-12-31,10600.0,13,11,False
169,1605,2024-05-08,32900.0,32,12,False
170,5170,2023-04-10,48800.0,9,11,False
171,6901,2026-01-02,17200.0,11,24,False
172,5704,2023-08-13,33500.0,23,12,False
173,2750,2024-04-02,56700.0,40,12,False
174,3929,2025-11-07,41600.0,13,11,False
175,1051,2025-04-13,10700.0,7,12,False
176,7539,2024-01-23,48000.0,2,11,False
177,510,2026-01-08,30900.0,2,12,False
178,7061,2025-11-14,14600.0,15,24,False
179,4597,2024-03-31,33000.0,9,11,False
180,888,2026-06-15,17200.0,28,11,False
181,7089,2023-09-07,16300.0,52,24,False
182,4592,2024-04-12,48700.0,11,11,False
183,207,2022-12-01,52300.0,33,12,False
184,5249,2024-12-05,22600.0,42,24,False
185,6102,2023-09-14,16300.0,38,24,False
186,7880,2025-01-05,46400.0,46,11,False
187,7187,2025-03-20,24100.0,21,12,False
188,1517,2023-06-21,60800.0,35,24,False
189,7901,2024-09-21,43400.0,20,12,False
190,881,2023-07-03,34000.0,40,11,False
191,2853,2024-12-24,29300.0,30,24,False
192,7563,2025-09-18,36900.0,49,11,False
193,572,2025-05-08,31500.0,10,12,False
194,5231,2025-08-17,40700.0,21,11,False
195,4285,2025-12-27,15600.0,38,36,False
196,6146,2025-06-19,37900.0,35,11,False
197,1796,2026-01-01,11700.0,42,12,False
198,6771,2025-01-09,17300.0,19,11,False
199,7731,2022-12-11,57800.0,43,11,False
200,6509,2025-01-10,34500.0,51,12,False
201,7042,2025-06-16,30400.0,22,11,False
202,1716,2024-05-05,22500.0,28,12,False
203,3322,2024-12-27,22400.0,41,11,False
204,4742,2025-02-11,43600.0,4,11,False
205,1085,2023-11-23,53500.0,46,11,False
206,6812,2023-11-21,38600.0,35,11,False
207,5397,2026-02-06,33600.0,14,12,False
208,1760,2025-01-08,38400.0,33,11,False
209,3396,2025-11-01,66400.0,44,11,False
210,3233,2023-06-19,32300.0,29,12,False
211,6040,2025-12-05,49200.0,17,11,False
212,2683,2025-09-25,23800.0,36,11,False
213,2790,2024-05-18,69600.0,41,11,False
214,6845,2023-07-02,37600.0,26,11,False
215,1633,2023-02-28,24200.0,26,24,False
216,3132,2023-07-10,37300.0,15,11,False
217,2753,2024-12-29,46300.0,13,11,False
218,5003,2026-03-16,29200.0,54,11,False
219,5262,2023-01-15,19400.0,31,11,False
220,5863,2023-01-14,33900.0,57,11,False
221,3712,2025-07-04,28700.0,25,11,False
222,1394,2024-12-22,35100.0,12,11,False
223,2025,2026-05-16,18900.0,20,11,False
224,5571,2024-10-07,27000.0,51,12,False
225,1701,2025-03-27,22800.0,6,36,False
226,1564,2025-04-11,23600.0,22,11,False
227,2083,2026-04-10,37300.0,20,11,False
228,7671,2023-12-14,75900.0,47,11,True
229,5715,2023-10-15,19400.0,29,36,False
230,3383,2026-05-13,43000.0,28,11,False
231,2287,2023-07-19,28000.0,29,11,False
232,7546,2022-09-12,36200.0,18,11,False
233,5627,2025-06-07,33500.0,19,11,False
234,5619,2023-05-13,17600.0,18,11,False
235,1335,2024-06-08,33700.0,48,24,False
236,4123,2025-08-07,37500.0,51,11,False
237,6921,2026-08-02,27400.0,21,11,False
238,2734,2026-02-19,26800.0,11,11,False
239,5182,2023-03-08,10600.0,49,12,False
240,5989,2023-05-29,30800.0,31,12,False
241,1310,2024-12-31,39900.0,24,12,False
242,7682,2024-10-03,51300.0,8,24,False
243,722,2026-04-18,25200.0,10,24,False
244,5698,2026-05-22,26200.0,49,24,False
245,5653,2023-11-01,65100.0,54,12,False
246,4851,2025-12-09,45900.0,26,11,False
247,4517,2026-05-08,23600.0,26,11,False
248,3836,2023-04-13,28100.0,12,11,False
249,7546,2024-03-23,36900.0,40,24,False
250,5473,2024-06-23,38400.0,31,11,False
251,4887,2024-08-25,59200.0,26,11,False
252,674,2024-08-07,20700.0,2,12,False
253,2042,2026-01-08,74300.0,17,24,True
254,3528,2025-09-24,14000.0,21,12,False
255,3831,2024-09-27,37300.0,0,11,False
256,5851,2026-04-09,51100.0,49,11,False
257,1528,2023-02-24,26100.0,44,11,False
258,3385,2024-06-07,34100.0,0,11,False
259,3851,2025-03-16,60800.0,8,36,False
260,5349,2025-03-25,35800.0,3,11,False
261,1895,2022-11-12,42400.0,21,11,False
262,5739,2025-04-06,24900.0,37,11,False
263,6725,2026-07-10,45000.0,43,11,False
264,4765,2023-10-17,55200.0,22,24,False
265,1319,2024-03-08,31400.0,31,12,False
266,3666,2022-10-31,21300.0,36,24,False
267,3541,2025-06-04,67600.0,17,11,False
268,7711,2026-08-01,59700.0,46,11,False
269,7434,2023-06-08,18400.0,14,11,False
270,1673,2025-07-11,46400.0,38,11,False
271,3782,2024-12-07,19900.0,23,11,False
272,3070,2024-02-11,17200.0,21,11,False
273,3228,2023-11-09,30400.0,10,11,False
274,711,2025-08-16,36800.0,25,12,False
275,2208,2024-12-07,47400.0,33,11,False
276,4191,2024-10-11,46500.0,15,11,False
277,4844,2026-02-10,36200.0,13,24,False
278,6497,2023-09-19,34700.0,19,36,False
279,5808,2022-09-24,25600.0,39,12,False
280,871,2025-05-08,51800.0,30,36,False
281,5980,2024-09-10,28800.0,30,11,False
282,7546,2025-05-19,35000.0,21,12,False
283,6667,2025-02-15,24100.0,25,11,False
284,3558,2024-11-25,6500.0,0,12,False
285,5881,2025-10-27,29900.0,39,36,False
286,5367,2023-05-28,65900.0,48,24,False
287,5287,2025-05-06,44100.0,23,12,False
288,1745,2023-08-07,87900.0,29,12,True
289,2839,2022-08-25,45700.0,1,12,False
290,5915,2025-02-12,32700.0,24,11,False
291,1772,2026-04-22,39100.0,30,12,False
292,5658,2023-04-02,37800.0,11,11,False
293,6527,2024-03-19,30800.0,0,24,False
294,5043,2023-02-10,32800.0,8,36,False
295,3594,2025-12-28,29000.0,12,11,False
296,203,2022-11-14,47400.0,10,36,False
297,3335,2026-02-25,36300.0,17,36,False
298,4314,2024-04-20,40800.0,24,11,False
299,4600,2024-03-03,49000.0,40,11,False
300,780,2023-03-01,22300.0,6,11,False
301,4493,2023-01-11,10600.0,16,12,False
302,2378,2023-12-04,48800.0,35,11,False
303,3001,2026-03-28,13900.0,25,12,False
304,7936,2025-07-25,39800.0,0,36,False
305,198,2025-05-15,44900.0,0,12,False
306,7279,2024-04-04,29400.0,31,12,False
307,1974,2023-09-29,36200.0,14,24,False
308,3667,2024-08-18,43700.0,13,24,False
309,7046,2026-05-05,35700.0,11,11,False
310,6419,2026-06-03,39500.0,35,11,False
311,618,2023-12-04,22600.0,27,12,False
312,3352,2025-08-22,69200.0,4,11,False
313,1175,2024-01-25,48600.0,13,12,False
314,4382,2024-08-10,26900.0,36,12,False
315,3480,2023-01-12,26800.0,20,11,False
316,2566,2026-07-01,54500.0,13,24,False
317,7672,2023-08-27,61200.0,4,11,False
318,1834,2024-05-10,49700.0,20,11,False
319,670,2022-08-28,24500.0,46,12,False
320,2874,2022-11-04,19400.0,26,11,False
321,7251,2024-09-23,18700.0,36,11,False
322,6178,2023-12-26,37400.0,18,12,False
323,6685,2025-10-12,28800.0,15,24,False
324,1400,2024-04-17,34500.0,0,11,False
325,2030,2024-10-03,36900.0,32,11,False
326,5753,2023-03-02,36000.0,23,36,False
327,147,2025-05-14,39800.0,0,24,False
328,3299,2024-01-24,33800.0,6,12,False
329,2978,2024-04-16,38700.0,20,24,False
330,1773,2024-01-17,37700.0,32,36,False
331,1885,2023-12-07,38800.0,5,11,False
332,496,2023-04-01,25600.0,32,11,False
333,3047,2026-03-14,26400.0,15,24,False
334,2003,2026-01-29,21900.0,0,11,False
335,5883,2023-09-03,46000.0,13,12,False
336,6839,2025-09-17,53700.0,6,11,False
337,2437,2024-12-27,45000.0,19,11,False
338,2986,2024-07-10,30800.0,23,11,False
339,4843,2023-10-26,27800.0,27,11,False
340,1843,2023-03-17,25200.0,31,36,False
341,6759,2026-01-09,38700.0,26,11,False
342,6192,2023-06-10,49500.0,8,24,False
343,6427,2024-10-01,23100.0,4,24,False
344,5657,2026-04-13,38500.0,8,12,False
345,4155,2026-08-17,26700.0,34,11,False
346,3452,2022-09-13,30600.0,16,24,False
347,5854,2025-09-26,43500.0,42,24,False
348,265,2025-12-24,20900.0,22,24,False
349,6008,2025-11-30,37800.0,9,12,False
350,6419,2026-02-07,41100.0,21,11,False
351,6627,2025-07-21,52300.0,24,11,False
352,633,2024-06-11,39300.0,19,36,False
353,1038,2026-06-20,22400.0,32,11,False
354,3728,2024-04-07,41200.0,3,24,False
355,5088,2022-10-25,35100.0,10,11,False
356,2094,2025-02-14,41200.0,59,11,False
357,7192,2025-11-15,47900.0,34,12,False
358,5544,2023-09-15,28200.0,29,11,False
359,6534,2026-04-19,35700.0,3,11,False
360,3810,2024-09-07,42000.0,19,36,False
361,4653,2024-04-11,12900.0,40,11,False
362,3181,2023-04-30,36000.0,12,11,False
363,5397,2025-10-27,33900.0,40,12,False
364,4184,2023-12-19,17400.0,27,24,False
365,7312,2022-10-29,19200.0,34,12,False
366,2101,2025-01-29,28000.0,7,24,False
367,7554,2024-10-09,36500.0,30,11,False
368,3246,2022-10-03,33000.0,21,24,False
369,1720,2025-01-25,25700.0,46,11,False
370,7110,2026-02-14,32500.0,0,24,False
371,2306,2025-08-14,46200.0,0,12,False
372,1182,2023-06-26,31900.0,27,11,False
373,4603,2025-04-21,51400.0,24,11,False
374,6428,2022-09-06,14900.0,12,12,False
375,6328,2025-09-18,23900.0,16,11,False
376,3269,2025-03-09,19500.0,44,11,False
377,1734,2025-12-05,35800.0,39,11,False
378,4084,2024-07-14,41200.0,4,36,False
379,4830,2024-07-28,10300.0,2,11,False
380,4788,2026-01-05,33100.0,39,11,False
381,1686,2025-12-01,40000.0,24,12,False
382,5662,2024-12-08,38600.0,0,24,False
383,1476,2024-07-31,40000.0,18,36,False
384,4295,2025-12-30,40300.0,7,24,False
385,4014,2023-12-24,28800.0,39,24,False
386,255,2023-03-31,25400.0,0,11,False
387,7548,2023-09-16,21400.0,23,11,False
388,3259,2023-06-22,31700.0,53,11,False
389,2614,2024-03-10,56400.0,16,24,False
390,5715,2023-09-18,19500.0,17,11,False
391,99,2022-09-08,29900.0,26,12,False
392,2249,2023-11-27,49300.0,24,11,False
393,6105,2022-10-20,47800.0,40,12,False
394,3032,2023-06-14,40200.0,55,24,False
395,6142,2025-08-24,36200.0,46,12,False
396,5085,2024-02-22,32000.0,9,11,False
397,4537,2025-05-25,11500.0,21,11,False
398,3865,2023-10-31,28800.0,43,12,False
399,2935,2024-09-02,10600.0,32,11,False
400,3314,2026-07-27,24100.0,3,12,False
401,3879,2024-12-04,64400.0,0,36,False
402,974,2024-08-16,29500.0,25,11,False
403,5924,2025-03-10,22900.0,30,11,False
404,4161,2023-07-11,25500.0,9,24,False
405,161,2023-08-22,27400.0,36,11,False
406,5822,2022-09-16,29000.0,13,36,False
407,7095,2023-12-25,32300.0,9,36,False
408,4597,2025-12-12,33600.0,14,11,False
409,1329,2025-09-05,30600.0,27,11,False
410,5023,2022-10-24,18400.0,29,12,False
411,4080,2025-04-07,22700.0,35,12,False
412,1562,2024-05-12,38200.0,28,11,False
413,6142,2023-04-23,34000.0,35,11,False
414,5634,2025-02-06,28100.0,40,24,False
415,5372,2023-09-18,16900.0,18,12,False
416,1246,2025-03-27,24200.0,19,24,False
417,4600,2025-11-13,47900.0,48,11,False
418,4842,2022-10-23,26600.0,14,12,False
419,3177,2023-07-26,20900.0,36,24,False
420,2796,2022-12-29,33000.0,18,11,False
421,4660,2026-04-12,39500.0,49,12,False
422,972,2025-01-13,51900.0,3,12,False
423,4670,2025-09-07,21000.0,0,11,False
424,3529,2023-12-18,22300.0,9,11,False
425,1069,2023-10-03,19300.0,15,24,False
426,7044,2025-12-31,31900.0,0,24,False
427,1731,2022-09-14,29900.0,10,11,False
428,6310,2023-05-26,11000.0,0,11,False
429,6507,2023-11-19,37500.0,16,12,False
430,3519,2022-10-18,40100.0,0,11,False
431,571,2023-01-07,32800.0,0,12,False
432,2539,2025-08-11,37000.0,15,12,False
433,6020,2025-04-17,61000.0,37,24,False
434,3437,2024-07-08,62300.0,13,11,False
435,6299,2024-10-06,54600.0,22,11,False
436,227,2024-06-22,24800.0,9,11,False
437,7600,2025-01-26,31900.0,7,12,False
438,5005,2026-06-16,49100.0,1,24,False
439,7935,2023-02-02,44600.0,20,11,False
440,6564,2023-11-14,96400.0,0,11,True
441,7174,2024-09-08,31600.0,8,11,False
442,977,2024-05-02,49100.0,24,36,False
443,5723,2023-09-14,18600.0,47,11,False
444,4653,2026-04-09,13600.0,13,24,False
445,3139,2024-09-21,47100.0,15,36,False
446,831,2023-04-09,44700.0,14,11,False
447,4861,2022-08-25,31300.0,26,11,False
448,7842,2024-09-20,37900.0,45,12,False
449,4748,2025-07-12,22900.0,31,12,False
450,5430,2025-12-27,47300.0,5,11,False
451,3195,2023-11-30,21200.0,30,12,False
452,7837,2025-03-14,36400.0,36,24,False
453,17,2026-02-16,37900.0,31,11,False
454,7493,2025-06-02,45900.0,28,11,False
455,1271,2025-11-09,15800.0,6,12,False
456,2255,2023-09-27,36200.0,16,11,False
457,2579,2024-11-30,20600.0,34,11,False
458,1095,2023-04-09,19100.0,0,11,False
459,3527,2025-03-21,20400.0,0,12,False
460,2622,2023-07-07,34500.0,46,11,False
461,6373,2026-07-08,19600.0,36,24,False
462,5989,2024-05-08,28000.0,14,11,False
463,1086,2025-07-31,28300.0,19,24,False
464,2378,2024-01-28,47100.0,14,24,False
465,3503,2024-10-29,21000.0,0,24,False
466,6783,2025-07-01,65800.0,23,11,False
467,304,2025-08-29,39400.0,28,11,False
468,4376,2023-04-19,36500.0,10,11,False
469,616,2024-04-24,29400.0,42,36,False
470,3246,2024-07-22,33200.0,25,36,False
471,712,2026-05-06,15000.0,36,11,False
472,5203,2023-06-22,23800.0,38,11,False
473,1167,2026-01-11,14600.0,20,11,False
474,191,2024-05-28,18700.0,18,11,False
475,2351,2025-06-07,18200.0,17,11,False
476,998,2024-03-02,18400.0,31,11,False
477,3046,2023-05-12,31600.0,41,12,False
478,6230,2024-12-29,26500.0,30,12,False
479,1212,2025-04-06,39300.0,3,36,False
480,3409,2025-03-15,33900.0,29,36,False
481,3477,2025-05-11,36900.0,42,12,False
482,128,2024-02-13,31600.0,15,24,False
483,2110,2026-07-24,41900.0,27,12,False
484,1858,2024-10-01,27100.0,6,11,False
485,5979,2026-03-17,47900.0,7,11,False
486,6854,2025-09-09,45700.0,47,24,False
487,578,2024-07-04,23900.0,29,24,False
488,5563,2024-08-20,26000.0,0,36,False
489,1938,2023-10-24,38500.0,43,11,False
490,2794,2023-03-22,48800.0,0,12,False
491,3954,2024-02-28,29300.0,54,12,False
492,4828,2024-01-30,35800.0,38,36,False
493,7611,2023-12-29,31800.0,3,24,False
494,4108,2023-11-19,20900.0,0,36,False
495,2968,2025-02-14,45400.0,14,11,False
496,1724,2025-01-03,35200.0,20,36,False
497,3081,2022-09-23,18000.0,45,11,False
498,7967,2024-04-25,13600.0,43,11,False
499,155,2023-03-31,49000.0,4,11,False
500,2593,2023-03-03,41500.0,44,11,False
501,1440,2025-07-14,16100.0,28,11,False
502,4151,2023-07-07,29600.0,30,11,False
503,799,2024-07-12,12600.0,31,11,False
504,3251,2024-06-07,23500.0,0,12,False
505,7717,2024-08-23,25800.0,8,11,False
506,4445,2024-12-13,46800.0,11,24,False
507,7497,2026-07-22,62100.0,41,12,False
508,7360,2026-03-03,30500.0,15,11,False
509,5719,2023-07-19,25900.0,4,11,False
510,5925,2025-05-08,46900.0,16,12,False
511,2869,2024-12-04,20400.0,21,11,False
512,546,2022-10-11,22000.0,18,11,False
513,6111,2025-11-19,24100.0,17,11,False
514,1883,2025-09-07,20100.0,30,11,False
515,5128,2024-05-06,27900.0,28,24,False
516,2509,2025-12-05,9200.0,38,12,False
517,533,2026-02-15,24600.0,0,11,False
518,7123,2025-06-28,20100.0,7,24,False
519,5748,2025-02-22,41700.0,29,24,False
520,3020,2024-06-04,37400.0,33,12,False
521,4225,2025-04-26,25900.0,0,11,False
522,4888,2024-11-03,24000.0,3,36,False
523,4209,2025-11-15,48600.0,11,12,False
524,2420,2026-07-28,23600.0,17,11,False
525,3938,2024-12-15,41900.0,9,24,False
526,6798,2025-06-12,26700.0,36,12,False
527,4599,2022-12-01,34500.0,3,11,False
528,2761,2025-10-18,68800.0,23,12,False
529,989,2024-04-25,23500.0,9,36,False
530,6128,2023-11-21,51800.0,17,11,False
531,6757,2023-06-11,28400.0,22,24,False
532,1194,2024-09-24,28600.0,12,11,False
533,5327,2026-08-03,28600.0,39,36,False
534,7677,2026-02-23,57300.0,29,11,False
535,5041,2024-10-23,47300.0,36,11,False
536,6044,2025-02-17,23000.0,51,12,False
537,2836,2022-10-17,13400.0,25,12,False
538,2026,2024-06-11,44500.0,27,11,False
539,870,2023-06-23,24100.0,3,11,False
540,4240,2024-09-09,19300.0,26,11,False
541,3824,2024-01-17,62400.0,38,12,False
542,3857,2022-11-22,59200.0,42,12,False
543,583,2024-08-10,18300.0,19,11,False
544,3341,2022-11-12,44800.0,14,11,False
545,1176,2024-12-15,35900.0,33,12,False
546,6426,2024-02-10,24000.0,24,11,False
547,6594,2026-08-01,17500.0,31,12,False
548,6858,2025-09-06,42700.0,36,11,False
549,7665,2025-02-21,30700.0,34,36,False
550,6585,2023-04-21,35300.0,30,11,False
551,1753,2025-12-09,47400.0,8,11,False
552,4885,2023-06-22,47100.0,0,11,False
553,5045,2023-09-09,44300.0,35,24,False
554,3945,2024-09-05,22700.0,20,24,False
555,5288,2024-04-11,23500.0,12,12,False
556,7300,2024-09-25,41600.0,39,11,False
557,2546,2026-01-29,17700.0,13,11,False
558,2719,2026-06-21,25000.0,34,36,False
559,7290,2025-05-17,46300.0,19,24,False
560,6544,2024-03-24,39200.0,27,36,False
561,3199,2023-03-28,26700.0,0,11,False
562,5814,2025-01-03,46800.0,5,36,False
563,3123,2025-05-11,60800.0,0,24,False
564,7948,2023-05-10,65100.0,29,24,False
565,5,2026-05-17,22100.0,22,12,False
566,5339,2025-10-11,25400.0,21,11,False
567,5434,2025-01-16,43700.0,42,11,False
568,4979,2025-02-28,26800.0,13,24,False
569,894,2023-12-20,25900.0,26,36,False
570,1011,2022-12-26,47400.0,36,12,False
571,7179,2026-02-23,31400.0,17,12,False
572,7673,2024-10-26,30600.0,0,24,False
573,4236,2023-04-02,24300.0,12,24,False
574,7162,2024-11-25,19700.0,36,11,False
575,7118,2025-10-15,29400.0,15,11,False
576,7231,2024-09-22,35200.0,12,11,False
577,6945,2024-03-07,17800.0,41,12,False
578,4468,2025-04-03,15200.0,34,11,False
579,4569,2025-09-06,22200.0,35,11,False
580,645,2024-09-04,27200.0,18,11,False
581,5342,2023-03-03,32000.0,9,36,False
582,1731,2025-11-13,27100.0,18,11,False
583,1720,2025-03-24,25400.0,5,11,False
584,4859,2024-08-02,19000.0,0,12,False
585,120,2026-04-18,38800.0,15,11,False
586,846,2024-03-08,74600.0,28,24,True
587,6031,2025-09-03,56100.0,19,11,False
588,3760,2026-06-30,32800.0,24,11,False
589,5292,2022-10-12,27100.0,22,11,False
590,6197,2023-02-09,22600.0,15,36,False
591,1400,2024-06-14,36600.0,7,11,False
592,753,2023-02-28,47900.0,12,11,False
593,7799,2024-07-22,42600.0,23,11,False
594,117,2023-03-22,40400.0,46,36,False
595,6074,2024-11-07,47300.0,17,12,False
596,2902,2024-03-08,36000.0,29,12,False
597,1178,2025-01-22,26200.0,21,36,False
598,7717,2023-07-23,26800.0,0,12,False
599,1975,2023-09-25,29300.0,33,11,False
600,1033,2025-06-17,32600.0,1,24,False
601,1702,2025-04-14,40900.0,32,11,False
602,1107,2026-01-12,36200.0,16,11,False
603,4836,2025-04-12,20500.0,6,12,False
604,521,2025-01-23,31000.0,21,11,False
605,2913,2024-06-13,51300.0,15,11,False
606,5331,2022-10-26,19000.0,25,12,False
607,7966,2025-06-27,33800.0,27,11,False
